brand,details,price,year,mileage,fuel,gearbox,power
honda,"3,0 201kW",1999000,1991,165123,Benzín,Automatická,201.0
ford,Convertible 5.0 Ti-VCT V8 GT,1499990,2021,19000,Benzín,Automatická,110.0
bmw,"18D sDrive, M-paket, servis",349000,2016,218500,Nafta,Automatická,161.0
honda,"2,0e:HEV Advance",1092800,2026,10,Benzín,Automatická,108.0
audi,"1.4 TFSI Sportback, Ambition",229000,2013,55816,Benzín,Manuální,165.0
fiat,ICON BERLINA 42 KWH,499900,2022,22000,Elektro,Automatická,42.0
fiat,ICON BERLINA 42 KWH,499900,2022,22000,Elektro,Unknown,42.0
fiat,ICON BERLINA 42 KWH,499900,2022,25000,Elektro,Automatická,42.0
fiat,ICON BERLINA 42 KWH,534900,2022,5800,Elektro,Automatická,42.0
honda,2.0 4x4 ADVANCE EXCLUSIVE,1172777,2026,10,Benzín,Automatická,108.0
fiat,Fiat 500X 1.3 MultiJet 95k,499900,2024,5,Nafta,Manuální,70.0
audi,3.0TDI S-LINE-QUAT-ALCANT-NAVI,499990,2016,96815,Nafta,Automatická,165.0
nissan,"+2  1,5DCi 76kW *7MÍST*NAVI*",165900,2010,147427,Nafta,Manuální,76.0
honda,2.0 4x4 ELEGANCE EXCLUSIVE,1057700,2026,20,Hybridní,Automatická,108.0
honda,2.0 4x4 ADVANCE EXCLUSIVE,1127700,2026,10,Benzín,Automatická,108.0
renault,Intens 1.6 E-TECH 118 kW,449990,2021,29400,Hybridní,Automatická,118.0
volkswagen,"2.0TDI 110kW, DSG F1,záruka KM",339000,2015,129521,Nafta,Automatická,110.0
honda,2.0e:HEV Elegance AWD,1019900,2026,10,Hybridní,Automatická,108.0
honda,2.0e:HEV Advance AWD,1079900,2026,10,Hybridní,Automatická,108.0
honda,2.0e:HEV Elegance AWD,1019900,2026,10,Hybridní,Automatická,108.0
honda,1.5e:HEV Elegance,619000,2025,10,Hybridní,Automatická,108.0
nissan,1.0 114k DCT Acenta + Comfort,528100,2025,2000,Benzín,Automatická,96.0
honda,"2,0 e:HEV Advance AWD",1097800,2025,10,Hybridní,Automatická,108.0
nissan,"2.0 DCI 110 KW,4x4,AUTOMAT...",114800,2008,242000,Nafta,Automatická,110.0
subaru,2.5 Touring Tmavá kůže 2025,1219000,2026,0,Benzín,Automatická,110.0
subaru,2.5 Touring Hnědá kůže 2025,1229000,2026,0,Benzín,Automatická,110.0
subaru,2.5 Touring tmavá kůže 2025,1219000,2026,0,Benzín,Automatická,110.0
volvo,"B3 Plus Dark, záruka REZERVACE",725000,2023,13800,Benzín,Automatická,145.0
nissan,1.5 VC-T 163k N-Connecta+Comf,884800,2025,10,Benzín,Automatická,96.0
skoda,"Sportline Exclusive 2,0TSI 4x4",1095000,2024,11,Benzín,Automatická,110.0
peugeot,GT NAVI1.5 BlueHDi ČR 1MAJITEL,390000,2020,108500,Nafta,Manuální,90.0
nissan,"1,3 130HP 6MT  TEKNA",640000,2024,8,Benzín,Manuální,96.0
hyundai,"2,4i KLIMA TEMPOMAT EL.OKNA",79000,2006,157283,Benzín,Manuální,99.0
peugeot,SW GT NAVI 1.5HDi 1MAJITEL ČR!,429550,2020,67700,Nafta,Manuální,90.0
ford,"Shelby GT350 5.2 Recaro,533 PS",1599990,2018,15000,Benzín,Manuální,110.0
bmw,"118D, xDrive, M-paket, manuál",259000,2016,203800,Nafta,Manuální,161.0
skoda,L&K 2.0 TDI 147 kW,949990,2022,11986,Nafta,Automatická,147.0
honda,2.0 4x4 ELEGANCE EXCLUSIVE,1039800,2026,11,Hybridní,Automatická,108.0
fiat,"1,4 i",55000,2009,168200,Benzín,Manuální,70.0
honda,2.0 Plugin ADVANCE TECH,1197777,2026,18,Hybridní,Automatická,108.0
hyundai,EV Ultim  STYLE PREM-ZIMNÍ CEN,409999,2020,51000,Elektro,Automatická,99.0
ford,Badlands 2.7 EcoBoost V6 246kW,1420800,2026,10,Benzín,Automatická,246.0
fiat,1974 FIAT 124 SERIE III,199990,1974,90592,Benzín,Manuální,70.0
honda,2.0 4x4 ADVANCE EXCLUSIVE,1222700,2026,15,Hybridní,Automatická,108.0
ford,2.2 TDCi TITANIUM S 7 MÍST,229000,2012,179000,Nafta,Automatická,110.0
honda,2.0 4x4 ELEGANCE EXCLUSIVE,1062600,2026,11,Hybridní,Automatická,108.0
nissan,2.5 DCI,139999,2006,234800,Nafta,Manuální,96.0
ford,Van L1 Trend 81kW man,779900,2026,10,Nafta,Manuální,81.0
volkswagen,II 2.0 Tdi 103 KW 2007 195tkm,119990,2007,195000,Nafta,Manuální,103.0
audi,"2,0TDI 125KW S-Line PANO XENON",169900,2011,297183,Nafta,Manuální,125.0
ford,"110 kW. AT8, KAMERA, TAŽNÉ",379000,2019,77692,Nafta,Automatická,110.0
skoda,Style 2.0 TDI 147 kW,779990,2022,34270,Nafta,Automatická,147.0
nissan,"2.5DCi 140kw,4x4,serviska",259899,2010,188550,Nafta,Manuální,140.0
nissan,"1.0 ABS, KLIMATIZACE",69900,2009,160708,Benzín,Manuální,96.0
hyundai,Smart 1.6 T-GDI PHEV 132 kW,629990,2021,14643,Hybridní,Automatická,132.0
hyundai,"1,0 T-GDI PLAY CLIMATE DCT",439900,2024,10883,Benzín,Automatická,99.0
renault,"2,0i AUTOMAT ALCANTARA XENONY",79000,2009,203000,Benzín,Automatická,82.0
subaru,2.0 197KW AUTOMAT,489000,2015,110000,Benzín,Automatická,197.0
ford,2.0TDCi 132kW 4x4,469990,2019,125000,Nafta,Manuální,132.0
nissan,e.POWER 213k N-Connecta+Comf,1039800,2025,10,Hybridní,Automatická,96.0
audi,TFSI quattro - Audi Exclusive,3529000,2025,36,Benzín,Automatická,165.0
nissan,40kWh N-Connecta + ProPilot +,398900,2019,21063,Elektro,Automatická,40.0
ford,Premium 351k 99 kWh 5D,1249900,2023,5000,Elektro,Automatická,99.0
fiat,COLD 120k MAN6 1.0 FireFly 88,479000,2024,10,Benzín,Manuální,70.0
ford,L2H2 2.0 TDCi 96 kW,639990,2022,26512,Nafta,Manuální,96.0
fiat,Renovace v ČR! 1959,480000,1959,1200,Benzín,Unknown,70.0
audi,Advanced 2.0 TSI 140 kW,799990,2021,31781,Benzín,Automatická,140.0
honda,2.0 eHEV ADVANCE 4x4,1121900,2023,7,Hybridní,Automatická,108.0
nissan,"E-POWER 213HP 4x4 Tekna+ 20""",1144890,2026,0,Benzín,Automatická,96.0
hyundai,"2,0 - 122kW 4X4",215000,2015,175190,Benzín,Manuální,122.0
volkswagen,L1H2 2.0 TDI 103 kW,619990,2021,117550,Nafta,Manuální,103.0
bmw,xDrive40,1329000,2023,29000,Elektro,Automatická,161.0
volvo,B4 AWD Mild hybrid,1095000,2023,19500,Nafta,Automatická,145.0
subaru,"2,5i TOURING MY25.5",1315000,2025,15,Benzín,Automatická,110.0
hyundai,"2,0 4X4",199000,2015,183844,Benzín,Manuální,99.0
honda,"2,0 e-HEV Advance 2025",1159900,2025,10,Hybridní,Unknown,108.0
nissan,"E-POW 213HP 4x4 Tek Nap BO 20""",1125000,2025,0,Benzín,Automatická,96.0
ford,"1.0 EcoBoost 125k Active, DEMO",619900,2024,3000,Benzín,Manuální,110.0
volvo,B4 2.0L 197+14 HP AT8 AWD CORE,1249000,2025,1100,Nafta,Automatická,145.0
honda,2.0e:PHEV Advance Tech,1269000,2026,10,Hybridní,Automatická,108.0
honda,Comfort 1.5 127 kW,399990,2019,135687,Benzín,Manuální,127.0
ford,"1.5TDCi-88KW,ČR 1maj",389990,2020,97770,Nafta,Manuální,88.0
opel,1.5CDTi 90kW 1.MAJITEL,399900,2022,31500,Nafta,Automatická,90.0
volvo,D4 CROSSCOUNTRY 140KW AUTOMAT,270000,2016,345506,Nafta,Automatická,140.0
fiat,120 Multijet,155000,2009,198054,Nafta,Manuální,70.0
subaru,1.5i 79kw,50000,2009,233000,Benzín,Manuální,79.0
fiat,La Prima BEV 54kWh 156k,649900,2024,12000,Elektro,Automatická,54.0
mercedes-benz,220CDI 125kW AUT. SPORTPAKET!,239000,2013,199000,Nafta,Automatická,125.0
honda,"2.0 SPORT PLUS 26, zimní pneu",822700,2026,15,Hybridní,Automatická,108.0
subaru,2.5 Touring tmavá kůže 2025,1219000,2026,0,Benzín,Automatická,110.0
honda,2.0e:HEV Sport,829900,2026,12,Hybridní,Automatická,108.0
bmw,325D 325D,139000,2008,295491,Nafta,Automatická,161.0
kia,GT-Line 384 kW,1749900,2024,6893,Elektro,Automatická,384.0
nissan,"N-Connecta 1,6 HEV",619900,2023,2000,Hybridní,Automatická,96.0
mercedes-benz,63 AMG 4MATIC,4949000,2023,33355,Benzín,Automatická,146.0
nissan,1.6 143k N-Connecta automat,549900,2023,2705,Benzín,Automatická,96.0
nissan,"Acenta Design 1,3 DIG-T",621920,2023,6000,Benzín,Manuální,96.0
nissan,E-POWER 213HP AWD e-4ORCE 5ST,899000,2023,20,Hybridní,Automatická,96.0
skoda,4 Ambition 7ST Aut DSG 1MAJ ČR,419000,2022,50500,Benzín,Automatická,110.0
hyundai,Smart AT 1.6 T-GDI 132 kW,629990,2021,22942,Hybridní,Automatická,132.0
nissan,"E-POW 213HP 4X4 Tek Nap BO 20""",1156790,2026,0,Benzín,Automatická,96.0
hyundai,"1.7 CRDi 85 kW Servis,Stav",319900,2015,97000,Nafta,Manuální,85.0
volvo,"2,0 D4 133KW,SERV.KN.,MOMENTUM",199000,2014,243995,Nafta,Manuální,133.0
honda,2.0e:HEV Sport MR2026,784000,2026,10,Hybridní,Automatická,108.0
honda,2.0e:HEV Elegance MR2026,759900,2026,10,Hybridní,Automatická,108.0
honda,"1,4 SPORT+BEZ KOROZE, LPG do 2",79999,2009,182700,Benzín,Manuální,108.0
honda,"1,4 BEZ KOROZE+SPORT+LPG 2035",79999,2010,182723,LPG + benzín,Manuální,108.0
citroen,"1.4 16v, 65KW, nová STK",39000,2007,239000,Benzín,Manuální,65.0
honda,2.0e:HEV Sport Rezervace,829900,2026,10,Hybridní,Automatická,108.0
bmw,"xDrive20d, ČR, TOP STAV",448800,2015,132319,Nafta,Automatická,161.0
seat,Leon cupra,399000,2015,159000,Benzín,Automatická,96.0
subaru,"2,5i TOURING MY25.5",1315000,2025,11,Benzín,Automatická,110.0
honda,2.0e:HEV SPORT EXCLUSIVE 2026,862700,2026,11,Hybridní,Automatická,108.0
opel,ST GSe 1.6 TURBO PHEV,849900,2024,35500,Hybridní,Automatická,96.0
nissan,E-POWER 213HP 4x4 Tekna,1089890,2026,0,Benzín,Automatická,96.0
hyundai,"2.2 CRDI 4x4 9 Sedadel, Kůže",980000,2022,52400,Nafta,Automatická,99.0
honda,2.0PHEV ADVANCE TECH EXCLUSIVE,1302700,2026,11,Hybridní,Automatická,108.0
seat,"1.2 TSi , ČR,SERVISKA",79000,2011,177615,Benzín,Manuální,96.0
nissan,"1,5 N-Connecta  E-power 4x4",999000,2024,4,Benzín,Automatická,96.0
seat,FR 2.0 2.0 TDI 135 kW,219990,2017,253655,Nafta,Manuální,135.0
toyota,"2.0 PHEV Prestige, Skywiev",949900,2024,14997,Hybridní,Automatická,97.0
fiat,"1,0 Cold GSE T3 120k",519000,2024,7800,Benzín,Manuální,70.0
nissan,"1.2 DIG-T,ČR,Acenta,AT",290000,2016,47069,Benzín,Automatická,96.0
bmw,"3.OSi, 200KW,SERVIS!!",219000,2008,180000,Benzín,Automatická,200.0
fiat,"1,1 .Majitel CZ původ",35000,2006,116000,Benzín,Manuální,70.0
honda,2.0e:HEV ELEGANCE EXCLUSIVE,1102700,2026,11,Hybridní,Automatická,108.0
honda,"2,0e:HEV ELEGANCE EXCLUSIVE",1102700,2026,10,Hybridní,Automatická,108.0
opel,"1.6CDTi, Sport Tourner EDITION",184900,2016,203412,Nafta,Manuální,96.0
ford,"2,0TDCi-103kw-Titanium-1maj",179900,2013,252600,Nafta,Manuální,103.0
hyundai,"2,0 - 122kW 4X4",179000,2015,213701,Benzín,Manuální,122.0
honda,2.0e:HEV Elegance AWD,1019900,2026,12,Hybridní,Automatická,108.0
fiat,"1,3 MultiJet",169900,2017,193402,Nafta,Manuální,70.0
fiat,1.6i S-Design,339690,2018,54500,Benzín,Manuální,70.0
fiat,"1,2 benzín + LPG 69k",350000,2024,5,LPG + benzín,Manuální,70.0
volvo,"2,0 B4 FWD BLIS,Bezklíč",1079900,2023,18400,Benzín,Automatická,145.0
mercedes-benz,AVANTGARDE GLC 220 d 4Matic,1232990,2022,12614,Nafta,Automatická,146.0
hyundai,Style Premium 2.2 CR 130 kW,999990,2022,32279,Nafta,Automatická,130.0
nissan,1.3 158k Xtr N-Connecta+Roof,709800,2025,5,Benzín,Automatická,96.0
seat,1.6TDi 1.Maj Led Navi Kamera,345000,2017,162677,Nafta,Manuální,96.0
nissan,"1,0i NOVÁ SPOJKA",69900,2009,130997,Benzín,Manuální,96.0
nissan,"1,6i 86KW KLIMA",159999,2011,99965,Benzín,Manuální,86.0
peugeot,"1.5 HDi (75 kW), 5 míst",318900,2021,126598,Nafta,Manuální,75.0
volvo,"2,0 D3 DRIVE-E MomentumPRO 4x4",839900,2020,55000,Nafta,Automatická,145.0
mercedes-benz,200d,859000,2023,38987,Nafta,Automatická,146.0
subaru,"1,3 G3X 4X4 KLIMA NOVÁ SPOJKA",59990,2005,118200,Benzín,Manuální,110.0
toyota,1.8 Hybrid Navigace Kuze Kamer,279900,2013,156000,Hybridní,Manuální,97.0
fiat,1.5 BlueHDI 130 8A kombi N1,653279,2024,5,Nafta,Automatická,70.0
bmw,530Xd PĚKNÝ STAV,98800,2005,285608,Nafta,Automatická,161.0
hyundai,1.6 CRDi Weekend kombi,89000,2015,319516,Nafta,Manuální,99.0
skoda,Style 2.0 TDI 147 kW,889990,2022,30741,Nafta,Automatická,147.0
citroen,2.0 HDi EAT6,349000,2015,92000,Nafta,Automatická,84.5
fiat,La Prima BEV 54 kWh,939900,2024,0,Elektro,Automatická,54.0
peugeot,L2H2 2.2 103 kW,309990,2020,56208,Nafta,Manuální,103.0
fiat,RED 156k  54 kWh,684900,2024,2200,Elektro,Automatická,54.0
volkswagen,2.0 Tdi HIGHLINE kůže 11/2007,139990,2007,223000,Nafta,Manuální,110.0
peugeot,GT Line 2.0 BlueHDi 130 kW,459990,2020,51314,Nafta,Automatická,130.0
mazda,"1.5 SKYACTIV-D 77kW NAV,BI-XEN",199000,2016,133406,Nafta,Manuální,77.0
ford,"2,0TDCI 4x4 110kW manuál",185000,2016,346426,Nafta,Manuální,110.0
peugeot,SW 1.5BlueHDi 96kW Active 8AUT,603790,2020,61147,Nafta,Automatická,96.0
ford,"ST-Line X, 5dveřová, 1.0 EcoBo",499900,2024,30000,Hybridní,Manuální,110.0
audi,"QUATTRO V6 3,0 230 KW",419800,2012,173991,Nafta,Automatická,230.0
peugeot,ALLURE PACK 1.2 PT 130k EAT8,549000,2023,29000,Benzín,Automatická,90.0
nissan,2.5dCI 4WD A/T DoubleCab Tažné,348000,2016,153359,Nafta,Automatická,96.0
mazda,"2,0 165 PS Exclus-line,z.pneu!",795000,2024,23000,Benzín,Manuální,114.0
mercedes-benz,2.2CDI 110Kw 8mist Zaves,149900,2007,299000,Nafta,Automatická,110.0
fiat,"2,0 JTD",65000,2004,282020,Nafta,Manuální,70.0
mazda,"2,0 Skyactiv-G Automat ""Homura",489999,2022,61800,Benzín,Automatická,114.0
seat,"1,5 TSI DSG LED NAVI DPH!",559000,2022,49300,Benzín,Automatická,96.0
hyundai,"1,5i DPi 81kw,Comfort,taž.z.",374900,2024,54800,Benzín,Manuální,81.0
volvo,PLUS Single Motor Extended Ran,999000,2024,1150,Elektro,Automatická,145.0
skoda,SportLine 2.0 TDI 110 kW,664990,2022,17958,Nafta,Automatická,110.0
skoda,Style 1.0 TSI 81 kW,559990,2022,19354,Benzín,Manuální,81.0
hyundai,Smart Nav 1.0 88 kW,369990,2022,40245,Benzín,Manuální,88.0
bmw,"X6 3.0d xDrive/19""Al/kůže/navi",259990,2008,315000,Nafta,Automatická,161.0
peugeot,ALLURE BlueHDi 100 MAN6,615000,2024,1,Nafta,Manuální,90.0
peugeot,ALLURE BlueHDi 130 S&S MAN6,659900,2024,2229,Nafta,Manuální,90.0
fiat,dodávka L3 zvýšená 2.0 MTJ 145,688999,2024,10,Nafta,Manuální,70.0
fiat,"L3 polokombi Flexi 2,0 MTJ 145",869000,2024,10,Nafta,Manuální,70.0
seat,"1,6 i 16v, klima,serv.kniha,",97990,2005,155000,Benzín,Manuální,96.0
honda,"2.0 ELEGANCE PLUS, zimní pneu",989800,2026,10,Hybridní,Automatická,108.0
audi,Coupe Sport 3.0 TDI 160 kW,459990,2016,141204,Nafta,Automatická,160.0
honda,"2.0 ELEGANCE PLUS, zimní pneu",1007700,2026,11,Hybridní,Automatická,108.0
honda,"2.0 ELEGANCE PLUS, zimní pneu",1012700,2026,8,Hybridní,Automatická,108.0
renault,"2,0",109900,2009,121200,Benzín,Manuální,82.0
fiat,RED,590000,2024,6000,Elektro,Automatická,70.0
honda,"2.0 ELEGANCE PLUS, zimní pneu",1012700,2026,11,Benzín,Automatická,108.0
honda,"2.0 4x4 ELEGANCE, zimní pneu",999800,2026,8,Hybridní,Automatická,108.0
honda,"2.0 4x4 ELEGANCE, zimní pneu",1022700,2026,8,Benzín,Automatická,108.0
honda,"2.0 4x4 ELEGANCE, zimní pneu",1027700,2026,11,Hybridní,Automatická,108.0
fiat,"1,4 16V 90k Dynamic",75900,2008,100500,Benzín,Manuální,70.0
peugeot,"1.6 BlueHDi, ATM, Navigace",169000,2016,174800,Nafta,Automatická,90.0
volvo,Plus Dark 2.0 B4 145 kW,1229990,2024,3206,Nafta,Automatická,145.0
nissan,1. 5 e-POWER 213k  4WD,899900,2024,6000,Hybridní,Automatická,96.0
nissan,"2,0 I-Way 16V PANORAMA",189900,2010,120317,Benzín,Manuální,96.0
mercedes-benz,450+/ 2x AMG/ NIGHT/ PREMIUM,1536700,2022,34500,Elektro,Unknown,146.0
mercedes-benz,220 D 4MATIC,1099000,2023,40694,Nafta,Automatická,146.0
honda,"2,0e:HEV Advance AKCE",1099900,2026,8,Hybridní,Automatická,108.0
seat,1.9 TDi KLIMA NOVÉ ROZVODY,69900,2008,207300,Nafta,Manuální,96.0
peugeot,CC 1.6i serviska,69900,2007,168300,Benzín,Manuální,90.0
renault,1.5 dCI GRAND 7 míst,189000,2013,218999,Nafta,Manuální,82.0
mazda,2.0 Skyactiv-G165 Challenge,449999,2019,98077,Benzín,Manuální,114.0
seat,Reference 1.2 TSI 63 kW,169990,2014,117838,Benzín,Manuální,63.0
fiat,1.1i 40KW – MINIMÁLNÍ SPOTŘEBA,39990,2004,93000,Benzín,Manuální,40.0
fiat,La Prima BEV 54 kWh 156K  115,798999,2024,3500,Elektro,Automatická,54.0
mercedes-benz,G 300 PUR Professional,849990,2011,288000,Nafta,Automatická,146.0
peugeot,"1,5 ALLURE  BlueHDi 100 S&S",299000,2020,174000,Nafta,Manuální,90.0
audi,"3.0TDI,MANUÁL,4X4,KRÁSNÁ,1MAJ",154800,2008,265000,Nafta,Manuální,165.0
peugeot,"1,6 SW  HDI",129000,2016,193400,Nafta,Manuální,90.0
fiat,Cold 1.0 FireFly 88 kW,549990,2024,10,Benzín,Manuální,88.0
fiat,600 BEV 54 kWh La Prima *190*,748800,2024,4000,Elektro,Automatická,54.0
fiat,Hybrid 1.0 MT6 0597,269990,2023,10100,Hybridní,Manuální,70.0
ford,1.5 TDCI TITANIUM PANORAMA 7mi,599000,2020,55000,Nafta,Manuální,110.0
subaru,"2,5i TOURING  MY25.5",1315000,2025,10,Benzín,Automatická,110.0
mercedes-benz,200 Kompressor 120Kw,89000,2004,226316,Benzín,Automatická,120.0
mazda,Homura 3.3 D254 AWD AT 187 kW,1439000,2024,6100,Nafta,Automatická,187.0
nissan,"1.2 DIG-T,ČR,AT",295000,2014,98469,Benzín,Automatická,96.0
subaru,2.0i e-BOXER Active,779000,2024,0,Hybridní,Automatická,110.0
honda,2.0 VTEC Turbo Type R,1379900,2025,10,Benzín,Manuální,108.0
subaru,COMFORT - JARNÍ VÝPRODEJ,820000,2024,10,Hybridní,Automatická,110.0
subaru,COMFORT NAVI - JARNÍ VÝPRODEJ,840000,2024,10,Hybridní,Automatická,110.0
subaru,Comfort - JARNÍ VÝPRODEJ,820000,2024,10,Hybridní,Automatická,110.0
subaru,Comfort Navi - JARNÍ VÝPRODEJ,840000,2025,10,Hybridní,Automatická,110.0
subaru,COMFORT NAVI - WINTER PACK,899000,2026,10,Hybridní,Automatická,110.0
nissan,1.5 DCI ACENTA 74 000 KM-DPH,436000,2021,74000,Nafta,Manuální,96.0
volkswagen,"2,0 TDI Long 6-Míst CZ DPH",998999,2024,1835,Nafta,Manuální,110.0
volvo,"2,0 D3 120kW,V5,AT,Xenon,Navi",274999,2013,171114,Nafta,Automatická,120.0
ford,2.0 187ps Hybrid ecvT VIGNALE,675000,2020,42500,Hybridní,Automatická,110.0
audi,S6 TDI 344PS 4x4 webasto 20ALU,999000,2021,129000,Nafta,Automatická,165.0
mazda,"2.0i,121KW,DPH,SERVIS MAZDA",249999,2013,211000,Benzín,Manuální,121.0
mercedes-benz,AMG 4MATIC,724790,2018,78188,Nafta,Automatická,146.0
honda,,389999,2021,28950,Elektro,Automatická,108.0
hyundai,1.6 GDi 99 kW,184990,2015,153437,Benzín,Manuální,99.0
opel,Elegance 1.2 Turbo,299000,2020,38374,Benzín,Manuální,96.0
audi,"1,8 Turbo 150PS  Roadster",169000,2005,181444,Benzín,Manuální,165.0
skoda,Style Plus 2.0 TDI 110 kW,629990,2023,22495,Nafta,Automatická,110.0
skoda,L&K 2.0 TDI 147 kW,869990,2023,43049,Nafta,Automatická,147.0
honda,"2.0 4x4 ADVANCE, zimní pneu",1069900,2026,11,Hybridní,Automatická,108.0
honda,"2.0 4x4 ADVANCE, zimní pneu",1087700,2026,12,Benzín,Automatická,108.0
mercedes-benz,43 AMG 4MATIC,1399000,2023,36929,Benzín,Automatická,146.0
fiat,"1,4",49900,2008,200701,Benzín,Manuální,70.0
fiat,"2,0 9 míst L2H2, po servisu",279000,2012,134728,Nafta,Manuální,70.0
subaru,"2,0 D-BOXER  -4X4 AUTOMAT",139900,2014,333998,Nafta,Automatická,110.0
citroen,1.5 HDi/96kW NAVI 1.MAJ ČR,189900,2018,155679,Nafta,Manuální,96.0
opel,5DR ULTIMATE 1.2 TURBO,679900,2024,17500,Benzín,Automatická,96.0
fiat,1.2 Turbo Hybrid 100,539900,2024,5999,Benzín,Automatická,70.0
mercedes-benz,C124 200D Automat 53kW TOP!!!,129999,1985,110000,Nafta,Automatická,53.0
fiat,1.2 Turbo Hybrid 100,609900,2024,5,Benzín,Automatická,70.0
mercedes-benz,300d 4MATIC,1599000,2023,12500,Nafta,Automatická,146.0
skoda,Style 2.0 TDI 147 kW,859990,2022,31261,Nafta,Automatická,147.0
nissan,1.3 DIG-T 130k L2 V N-Connecta,592500,2024,10,Benzín,Manuální,96.0
ford,5.0Ti-VCT GT California/záruka,999990,2022,7000,Benzín,Automatická,110.0
skoda,Style Extra 2.0 TDI 110 kW,749990,2023,32682,Nafta,Automatická,110.0
seat,"ST 2,0TDi ,110kW, LED, kůže",249900,2014,170000,Nafta,Manuální,110.0
bmw,320xDrive-140kw - M-packet,369900,2017,320500,Nafta,Automatická,140.0
citroen,1.6  155 PS,99990,2010,90524,Benzín,Manuální,84.5
bmw,řady 3 | 320d xDrive,1339000,2024,29646,Nafta,Automatická,161.0
skoda,"COMBI ELEGANCE 2.0TDI/ 110kW,",299000,2017,245647,Nafta,Manuální,110.0
audi,"CERAMIC, B&O, HUD, SOFT CLOSE",999000,2013,135248,Benzín,Automatická,165.0
toyota,Combi1.8HEV 140PS Comfort Tech,699900,2026,5,Hybridní,Automatická,97.0
skoda,"2.0TSi,200kW,DSG,4x4,Sportline",715000,2019,95356,Benzín,Automatická,200.0
honda,2.0e:HEV ELEGANCE TOP CLASS 26,799800,2026,11,Hybridní,Automatická,108.0
nissan,1.3 140k MT N-Connecta,659900,2025,10,Benzín,Manuální,96.0
fiat,1.2i 44kw Clasic,38000,2008,149000,Benzín,Manuální,44.0
honda,"2.0 4x4 ELEGANCE, zimní pneu",999800,2026,8,Benzín,Automatická,108.0
volkswagen,"2,0 TDi, Panorama, Navi,klima,",169990,2012,222600,Nafta,Manuální,110.0
mazda,"1.6i 77 kW Servis,Stav,ALU,PDC",114900,2009,169600,Benzín,Manuální,77.0
volkswagen,"1.4 TSI, 103 kW, NAVIGACE",185000,2011,157160,Benzín,Unknown,103.0
fiat,"1,4 T ABARTH-114 KW",189900,2009,100075,Benzín,Manuální,114.0
bmw,"3.0i 330 xDrive,AT,kůže",170000,2008,193785,Benzín,Automatická,161.0
toyota,Comfort Style HB NG19 1.8L,399000,2022,108000,Hybridní,Automatická,97.0
nissan,1.3 158k Xtronic N-Connecta,715500,2025,10,Benzín,Automatická,96.0
mercedes-benz,180 CDi SPORT,224900,2015,212458,Nafta,Manuální,146.0
ford,L2H2 2.0 TDCI 96 kW,749990,2022,15560,Nafta,Manuální,96.0
nissan,1.6 Acenta,109000,2010,72031,Benzín,Manuální,96.0
renault,1.9dCi/ 96kW 1.Maj. * Serviska,89000,2006,111000,Nafta,Manuální,96.0
fiat,"2,0 JTD",55000,2006,195891,Nafta,Manuální,70.0
volkswagen,"2,0 TDI DSG, CZ",344999,2018,242800,Nafta,Automatická,110.0
audi,"2,0 TFSI Sportback quattro S-l",845999,2023,37544,Benzín,Automatická,165.0
fiat,Icon 87kW,429900,2021,24000,Elektro,Unknown,87.0
nissan,"2.0 dCi 110kw, 4x4,Tažné, ČR",174900,2010,203000,Nafta,Manuální,110.0
bmw,118d  X- Drive LED,239900,2014,159312,Nafta,Manuální,161.0
mercedes-benz,350D 4MATIC AMG PAKET,1150000,2019,140000,Nafta,Automatická,146.0
mercedes-benz,Tourer 119 CDI 4x4,1119000,2023,57331,Nafta,Automatická,146.0
renault,Intens 1.3 TCe 103 kW,419990,2022,83676,Benzín,Automatická,103.0
ford,"2.0 TDCi,Titanium,AT",245000,2015,165270,Nafta,Automatická,110.0
audi,"2,0 TDi 140kW,AT,Xen,Nav,Kamer",334999,2016,196066,Nafta,Automatická,140.0
subaru,COMFORT - JARNÍ VÝPRODEJ,820000,2025,10,Hybridní,Automatická,110.0
subaru,COMFORT - JARNÍ VÝPRODEJ,820000,2025,10,Hybridní,Automatická,110.0
subaru,COMFORT - JARNÍ VÝPRODEJ,820000,2025,10,Hybridní,Automatická,110.0
ford,"110 kW, MANUÁL, KAMERA",529000,2020,100000,Nafta,Manuální,110.0
bmw,730d xDrive M paket I.majitel,1300000,2022,128900,Nafta,Automatická,161.0
subaru,"2,5i TOURING Harman Kardon",1315000,2024,15,Benzín,Automatická,110.0
audi,"3,0 45TDi  Quattro S-Line LED",669000,2019,122296,Nafta,Automatická,165.0
mercedes-benz,"SL 500 V8, facelift, 390 PS",449990,2008,147000,Benzín,Automatická,146.0
fiat,"1,3 MultiJet II Living PopStar",99000,2014,177880,Nafta,Manuální,70.0
hyundai,"WG PD PE Comfort 1,0 T-GDI",439990,2026,10,Benzín,Manuální,99.0
toyota,"1,5D 130PS 8AT Long VIP 7míst",856900,2026,1,Nafta,Automatická,97.0
citroen,"2.2 HDI, automat, druhá kola",37000,2005,200000,Nafta,Automatická,84.5
