brand,details,price,year,mileage,fuel,gearbox,power
mercedes-benz,250d Marco Polo activity,1234200,2022,70000,Nafta,Automatická,146.0
peugeot,"GT, HYBRID, Ventilované sedadl",689000,2024,39100,Hybridní,Automatická,90.0
mazda,E-Skyactiv -COSMO- výbava- TOP,375000,2023,36000,Elektro,Automatická,114.0
opel,"1,4 16V, najeto 89.000 km",145000,2010,89961,Benzín,Manuální,96.0
opel,"1.2 Turbo, Ultimate, Automat",420000,2021,51894,Benzín,Automatická,96.0
honda,Executive,255000,2010,142000,Nafta,Automatická,108.0
volvo,Volvo XC60 II D4 4x4 Polestar,480000,2017,191787,Nafta,Automatická,145.0
fiat,2.0 Mjet 125Kw 4x4,199000,2012,153802,Nafta,Automatická,125.0
opel,"L2 2.0 CDTI 110kW 8 MÍST,DPH",559000,2020,174933,Nafta,Manuální,110.0
fiat,Unknown,490000,2017,109900,Nafta,Manuální,70.0
bmw,"840Xd,záruka, nehavar, DPH",1350000,2020,103000,Nafta,Automatická,161.0
bmw,"M-Paket xDrive 3,0D 195kW",1299888,2019,146248,Nafta,Automatická,195.0
mazda,2.5L G141 6AT 4x4 Homura Panor,1167300,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x4 Homura,1132800,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x4 Homura Panor,1167300,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x4 Homura Panor,1170800,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x4 Exclusive-Li,1093700,2026,10,Benzín,Automatická,114.0
mazda,Mazda CX-5 2.2 SKYACTIVE-D AWD,275000,2015,123000,Nafta,Unknown,114.0
mazda,2.5L G141 6AT 4x4 Exclusive-Li,1048300,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x4 Exclusive-Li,1048300,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x2 Centre-Line,980400,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x2 Centre-Line,1002700,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x2 Centre-Line,1002700,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x2 Centre-Line,995300,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x2 Centre-Line,995300,2026,10,Benzín,Automatická,114.0
peugeot,Unknown,40000,2009,181000,Benzín,Manuální,90.0
mazda,2.5L G141 6AT 4x2 Centre-Line,980400,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x2 Exclusive-Li,1055700,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x2 Exclusive-Li,1051800,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x2 Exclusive-Li,1048300,2026,10,Benzín,Automatická,114.0
mazda,2.5L G141 6AT 4x4 Homura,1129300,2026,10,Benzín,Automatická,114.0
seat,Style 1.5 TSI 150k,629885,2026,0,Benzín,Manuální,96.0
seat,Style 1.5 TSI 115k,562452,2026,0,Benzín,Manuální,96.0
seat,FR 1.5 TSI 150k,635065,2026,0,Benzín,Manuální,96.0
seat,Style 1.5 eTSI 115k DSG DSG,617490,2026,0,Benzín,Automatická,96.0
seat,Style 1.5 TSI 115k,571795,2026,0,Benzín,Manuální,96.0
seat,Style 1.5 TSI 115k,494705,2026,0,Benzín,Manuální,96.0
peugeot,"1.4i,AC",95000,2010,58781,Benzín,Manuální,90.0
volkswagen,"2.0TDI 4x4,AT",400000,2018,239785,Nafta,Automatická,110.0
citroen,"1.4 16V,1.maj,ČR,AC",79000,2009,105154,Benzín,Manuální,84.5
kia,"1.4i,AC",65000,2008,138663,Benzín,Manuální,103.0
fiat,"0.9,AC,temp",249000,2019,93950,Benzín,Manuální,70.0
mazda,"1.6i,ČR,AC,tažné",125000,2012,126961,Benzín,Manuální,114.0
citroen,"1.2 PT,1.maj,ČR",180000,2019,108752,Benzín,Manuální,84.5
hyundai,"2.0 GDi,2.maj,ČR,Trikolor",280000,2015,91453,Benzín,Automatická,99.0
opel,"1.4i,ČR,AC,temp",135000,2014,113499,Benzín,Manuální,96.0
opel,"1.2 16V,AC",65000,2014,171107,Benzín,Manuální,96.0
opel,"1.2T,LED",379000,2023,34669,Benzín,Manuální,96.0
toyota,"1.5 VVTi,AC,tempo",460000,2025,7131,Benzín,Manuální,97.0
mazda,"1.6i,AC",55000,2007,221606,Benzín,Manuální,114.0
fiat,"1.4i,2.maj,ČR",165000,2018,155411,LPG + benzín,Manuální,70.0
hyundai,"1.4 T-GDi,2.maj,ČR",360000,2020,95696,Benzín,Automatická,99.0
kia,1.6 T-GDi AWD Black Edition,460000,2021,93166,Benzín,Automatická,103.0
opel,"1.6 i,AC",60000,2006,180391,Benzín,Manuální,96.0
subaru,"2.5i 4x4,2.maj,ČR,AT,LED",530000,2019,134348,Benzín,Automatická,110.0
skoda,"1.6 TDi,Ambition,AC",145000,2014,184725,Nafta,Manuální,110.0
toyota,"1.5 i,Comfort,AT,LED",470000,2022,25636,Benzín,Automatická,97.0
toyota,"1.5 i,2.maj,ČR,Comfort",450000,2022,59355,Benzín,Automatická,97.0
seat,FR 1.0 TSI 95k,498105,2026,0,Benzín,Manuální,96.0
seat,FR 1.0 TSI 115k,517105,2026,0,Benzín,Manuální,96.0
seat,FR 1.0 TSI 115k DSG DSG,564605,2026,0,Benzín,Automatická,96.0
seat,FR 1.5 TSI 150k DSG DSG,598804,2026,0,Benzín,Automatická,96.0
seat,Base 1.0 MPI 80k,383904,2026,0,Benzín,Manuální,96.0
seat,Reference 1.0 MPI 80k,398455,2026,0,Benzín,Manuální,96.0
seat,Reference 1.0 TSI 95k,411755,2026,0,Benzín,Manuální,96.0
seat,Style 1.0 TSI 95k,411755,2026,0,Benzín,Manuální,96.0
seat,Style 1.0 TSI 115k,436454,2026,0,Benzín,Manuální,96.0
seat,Style 1.0 TSI 115k DSG DSG,478255,2026,0,Benzín,Automatická,96.0
seat,FR 1.0 TSI 95k,474454,2026,0,Benzín,Manuální,96.0
seat,FR 1.0 TSI 115k,493455,2026,0,Benzín,Manuální,96.0
seat,FR 1.0 TSI 115k DSG DSG,535255,2026,0,Benzín,Automatická,96.0
seat,FR 1.5 TSI 150k DSG DSG,573255,2026,0,Benzín,Automatická,96.0
seat,Reference 1.0 TSI 95k,426854,2026,0,Benzín,Manuální,96.0
seat,Style 1.0 TSI 115k,475305,2026,0,Benzín,Manuální,96.0
seat,Style 1.0 TSI 115k DSG DSG,522804,2026,0,Benzín,Automatická,96.0
seat,Style 1.0 TSI 95k,450605,2026,0,Benzín,Manuální,96.0
mazda,2.5L e-SKYACTIV PHEV*Kůže*,1442320,2025,15,Benzín,Automatická,114.0
mazda,2.5L e-SKYACTIV PHEV AWD,1528230,2025,7119,Benzín,Automatická,114.0
opel,"1.4i,AC,temp",110000,2013,80988,Benzín,Manuální,96.0
toyota,"Hybrid, servisované auto, TOP",299900,2017,57500,Benzín,Automatická,97.0
kia,"1,6 CRDi 100 kW",199000,2018,125377,Nafta,Manuální,100.0
citroen,"L2 2.0 CDTI 110kW 8 MÍST,DPH",559000,2020,174933,Nafta,Manuální,110.0
mazda,"2,2D 129 KW TAŽNÉ ROZVODY ČR",184800,2013,309823,Nafta,Manuální,129.0
kia,1.5 T-GDI 118 kW Exclusive,459000,2022,36693,Benzín,Manuální,118.0
peugeot,"1.6 HDi, 5 míst",119000,2016,236340,Nafta,Unknown,90.0
opel,SELECTION 1.6 MT5 (85kW)/5600,189990,2016,91850,Benzín,Manuální,85.0
subaru,"4X4 2,0D 108 KW TAŽNÉ 2.MAJ",164800,2013,304867,Nafta,Manuální,108.0
opel,"1,6CDTi  5,1/100km po servisu!",197000,2019,125090,Nafta,Manuální,96.0
citroen,"AUTOMAT 2,0i 103 KW STK",59800,2008,166040,Benzín,Automatická,103.0
peugeot,"PureTech 130, Active, 7 míst",260000,2017,185721,Benzín,Manuální,90.0
kia,1.6 T-GDI 130 kW GT-Line,430000,2020,37900,Benzín,Manuální,130.0
renault,"1.2 TCe 76KW navi, 2x kola",99000,2012,120781,Benzín,Manuální,76.0
volkswagen,1.4 TSI GTE,349000,2015,195000,Hybridní,Automatická,110.0
volkswagen,"4,2 TDI V8 4x4 - TOP VÝBAVA",379000,2010,185000,Nafta,Automatická,110.0
opel,Unknown,75000,2007,210000,Nafta,Unknown,96.0
subaru,"2.0i CVT, 110KW",495000,2018,82000,Benzín,Automatická,110.0
kia,"1,0 DPI COMFORT",395980,2026,5,Benzín,Manuální,103.0
volkswagen,"MAXI 1,6 MPI BEN/LPG - TOP KM",309000,2011,115000,LPG + benzín,Manuální,110.0
fiat,356 SXC1B,199000,2016,72438,Nafta,Manuální,70.0
kia,"1,6 T-GDi GPF 7DCT STEEL EDIT.",669980,2026,5,Benzín,Automatická,103.0
toyota,Style,650000,2024,15432,Benzín,Automatická,97.0
peugeot,"1,2 manuál, DPH, 61 kW 1. maj",190000,2019,48946,Benzín,Manuální,61.0
skoda,"1.5 TSI, Style, ČR,1.maj",500000,2022,42075,Benzín,Manuální,110.0
volvo,B5 AWD,850000,2022,165213,Nafta,Automatická,145.0
ford,"2,5 HEV 140kW ST-Line AUT",569000,2022,78748,Hybridní,Automatická,140.0
hyundai,"1,6 T-GDI 4x4 DCT Style 132 kW",589000,2022,54432,Benzín,Automatická,132.0
skoda,Combi Ambition 1.0 TSI,233000,2021,55034,Benzín,Manuální,110.0
citroen,JUMPY SPACETOURER,609000,2018,140000,Nafta,Automatická,84.5
toyota,"3,5i V6 4x4 A/T",449000,2015,220000,Benzín,Automatická,97.0
skoda,2.0TDI 103kW Ambi+ výhřev okna,148000,2011,214020,Nafta,Manuální,103.0
kia,1.6 GDI HEV DCT,328000,2017,92300,Benzín,Automatická,103.0
mazda,2.2 CD 1 MAJITEL ČR 4x4 MANUÁL,149900,2012,178520,Nafta,Manuální,114.0
opel,1.2 TURBO HIT,481990,2026,2,Benzín,Manuální,96.0
opel,1.5 88kW 9 míst 2020 nové stk,249900,2020,224200,Nafta,Unknown,88.0
toyota,¨1.8 hybrid CVT Comfort Tech,689900,2025,4000,Hybridní,Automatická,97.0
volvo,"2.0 D5 173KW 4x4, 7míst",500000,2017,235000,Nafta,Automatická,173.0
volvo,D5 120kW,48000,2007,365510,Nafta,Automatická,120.0
peugeot,SW Sportium 1.4 VTi 16V 95k,69000,2010,124844,Benzín,Manuální,90.0
seat,1.5TSI 85kW,539900,2026,5,Benzín,Manuální,85.0
opel,SportsTourer 1.7 D-servisováno,110000,2012,289500,Nafta,Manuální,96.0
seat,1.5TSI 85kW,549900,2026,5,Benzín,Manuální,85.0
opel,"1,4 (74kW) BA Man.",184000,2016,43882,Benzín,Manuální,74.0
bmw,M Competition 4.4 TTV8/450kW 8,1949000,2020,65000,Benzín,Automatická,450.0
skoda,1.0 MPI 55 kw,186000,2018,99000,Benzín,Manuální,55.0
volkswagen,"R 2.0TSI 221KW DSG 4M,LED, ACC",469900,2019,189880,Benzín,Automatická,221.0
fiat,"1,6 MJet 96kW KOMBI 30tkm.",419900,2024,30000,Nafta,Manuální,96.0
skoda,1.4 TSI 110kW 1.Majitel,318000,2017,140370,Benzín,Manuální,110.0
opel,"1,5 CDTi 81kW Záruka 64.tkm.ČR",369900,2023,64960,Nafta,Manuální,81.0
opel,"1,2 Turbo GS-Line NAVI 15tkm.",419900,2023,15180,Benzín,Manuální,96.0
peugeot,"1,2 PT 81kW Alcantara 103tkm.",189900,2018,103430,Benzín,Manuální,81.0
kia,TOP 1.5T-GDI 118kW CZ DPH,405900,2023,81000,Benzín,Manuální,118.0
renault,"Grand Techno Tce 130 EDC 1,3 9",776900,2026,1500,Benzín,Automatická,82.0
audi,"TFSI QUATTRO, B&O, WEBASTO",1749900,2022,47930,Benzín,Automatická,165.0
skoda,1.0 TSI 70KW,319000,2021,116000,Benzín,Manuální,70.0
volvo,"2,0 S90 Ultimate Pano,BLIS,",1059900,2024,22210,Hybridní,Automatická,145.0
renault,L2 Equilibre Blue dCi 170 EAG9,1067900,2026,0,Nafta,Manuální,82.0
toyota,2.5 Selection,1149000,2025,90,Hybridní,Automatická,97.0
toyota,"Hilux 2.4, 110kw,Active",550000,2018,194000,Nafta,Manuální,110.0
renault,E-TECH Techno Comfort range 15,759900,2026,2500,Elektro,Automatická,82.0
volkswagen,"1.0 TSI, Automatická klima",240000,2018,179344,Benzín,Manuální,110.0
kia,"1,6 T-GDi EXCLUSIVE",664000,2026,5,Benzín,Manuální,103.0
toyota,"1.2 T, Business, 5Míst, Klima",510000,2025,2740,Benzín,Manuální,97.0
toyota,"2,8 Invincible  Double Cab",1294565,2026,5,Nafta,Automatická,97.0
renault,L2 Equilibre blue dCi 150 Pass,968610,2026,3,Nafta,Manuální,82.0
kia,"1,6 T-GDi 4x2 EXCLUSIVE (2026)",664980,2026,5,Benzín,Manuální,103.0
volvo,"ULTRA, Twin Motor, 300 kW / 40",1999000,2025,4000,Elektro,Automatická,300.0
mazda,2.0i 88kW SKYACTIV -1.MAJITEL,299900,2016,90049,Benzín,Manuální,88.0
skoda,1.6 TDI,239000,2015,183290,Nafta,Manuální,110.0
nissan,Unknown,80000,2007,267000,Nafta,Unknown,96.0
peugeot,"ALLURE 130k,  360° Vision, ČR",455000,2022,32390,Benzín,Automatická,90.0
kia,"1,6 T-GDI AWD 1. MAJ ČR ZÁRUKA",569900,2022,67272,Benzín,Manuální,103.0
hyundai,1.6 T-GDi MT GO CZECH,666990,2026,1,Benzín,Manuální,99.0
peugeot,1.2 Puretech 81 kW AUTOMAT,219000,2018,99900,Benzín,Automatická,81.0
citroen,Citroen c5 aircross 2.0 diesel,323000,2018,197425,Nafta,Automatická,84.5
opel,"1.2i16v-63kw,klima,serv.kniha!",98000,2013,84100,Benzín,Manuální,63.0
mazda,"1.8i, DIGIKLIMA,",49900,2006,227000,Benzín,Manuální,114.0
subaru,"2.5i ES Touring, CZ, 1. maj.",822800,2023,149400,Benzín,Automatická,110.0
kia,"1,6 T-GDi 4x2 7DCT EXCLUSIVE",726980,2026,5,Benzín,Automatická,103.0
seat,"1,4 TSI 103kW FR LED Panorama",248999,2014,179000,Benzín,Manuální,103.0
skoda,iV 1.4 TSI 160kW DSG Sportline,637000,2022,82773,Hybridní,Automatická,160.0
volkswagen,Hybrid 160kW DSG R-Line,573000,2022,121524,Hybridní,Automatická,160.0
toyota,2.5 HEV/163kW Comfort 4x4 CVT,499900,2022,241398,Benzín,Automatická,163.0
peugeot,BUSINESS Hybrid 145k e-DCS6,851000,2026,3,Hybridní,Automatická,90.0
kia,"1.4 CVVT, Serv.kniha",140000,2010,93069,Benzín,Manuální,103.0
hyundai,1.6 T-GDi MT Smart,654990,2026,1,Benzín,Manuální,99.0
kia,"1,6 T-GDi 4x2 7DCT TOP (2026)",799980,2026,5,Benzín,Manuální,103.0
peugeot,"GT Hybrid 145k, Vision 360°",900000,2026,2,Hybridní,Automatická,90.0
toyota,"2.0 D-4D, Automatická klima",40000,2008,233699,Nafta,Manuální,97.0
volkswagen,"1,4 TSI 103kW Highline Navi",199999,2010,131045,Benzín,Manuální,103.0
peugeot,1.6 HDi 112 Premium MAN6,139000,2011,132125,Nafta,Unknown,90.0
volvo,"2,0 T5 187kW Drive-E Momentum",449999,2016,142664,Benzín,Automatická,187.0
seat,"2.0TDI, 103kW, DSG, 7 míst",175000,2012,292000,Nafta,Automatická,103.0
fiat,"2.0 MTJ 6.Míst.,Obytná verze",419999,2021,92154,Nafta,Manuální,70.0
peugeot,"GT Hybrid 145k, Grip Control",888000,2026,2,Hybridní,Automatická,90.0
audi,"79tis km, garáž., windshield",599000,2013,79100,Benzín,Automatická,165.0
renault,"TECHNO 1,3TCe 140k EDC",499000,2023,35000,Benzín,Automatická,82.0
bmw,2.0,230000,2015,193,Nafta,Manuální,161.0
honda,Tourer 1.6 i-DTEC Comfort,145000,2016,244500,Nafta,Manuální,108.0
seat,1.2 TDI,95000,2013,191600,Nafta,Manuální,96.0
citroen,"1.2i 60KW 1xMaj.Tažné,S.Kniha",205000,2017,21200,Benzín,Manuální,60.0
audi,"3,0 TDi, QUATTRO,AUT,NAVI,",219000,2013,266700,Nafta,Automatická,165.0
audi,Sportback 1.6Tdi DSG xenon,265000,2016,163800,Nafta,Automatická,165.0
citroen,"2.0 BlueHDi, Klima, ČR, DPH",700000,2021,112496,Nafta,Automatická,84.5
toyota,"1.8 Hybrid, Automat, ČR,1.maj",670000,2024,24719,Hybridní,Automatická,97.0
nissan,2.3 Top Stav Max výbava,679000,2019,75000,Nafta,Automatická,96.0
peugeot,"1,6HDI KLIMA EL.OKNA ESP PC",149000,2016,141201,Nafta,Manuální,90.0
subaru,EXECUTIVE MY2026 - novinka,819900,2026,10,Benzín,Automatická,110.0
toyota,"1.2T, automat",399900,2019,46000,Benzín,Automatická,97.0
fiat,Combi 2.2 MTJ 180k 8AT L3  9mí,939000,2026,1,Nafta,Automatická,70.0
peugeot,"5008 GT 2.0HDi,EAT8 , 7 míst !",585000,2021,129300,Nafta,Automatická,90.0
seat,2.0 TDI 110kW DSG Style,454000,2022,129063,Nafta,Automatická,110.0
honda,"2,0i-VTEC-114kw-AWD-ELEGANCE",289900,2012,196500,Benzín,Manuální,114.0
hyundai,"1.5 T-GDI MHEV, Smart, Automat",350000,2023,109822,Benzín,Automatická,99.0
skoda,"1.6 TDI, Serv.kniha, Navi",170000,2014,148320,Nafta,Manuální,110.0
renault,Esprit Alpine Full hybrid E-Te,650700,2026,500,Hybridní,Automatická,82.0
volvo,Volvo V90CC D5 AWD POLESTAR,535000,2017,190540,Nafta,Automatická,145.0
toyota,"2,0 L2, VIP, nez.top.",829900,2022,49776,Nafta,Automatická,97.0
peugeot,"1.2i KOUPENO ČR,1.MAJITEL",198800,2019,75000,Benzín,Unknown,90.0
opel,"2,0 CDTi  9-MÍSTNÉ, ODP. DPH",137000,2010,234406,Nafta,Manuální,96.0
peugeot,LONG GT BlueHDi 130k EAT8,760000,2026,3,Nafta,Automatická,90.0
ford,"1,0 i  Titánium",149941,2015,118000,Benzín,Manuální,110.0
hyundai,1.6T-GDi DCT 4x4 20YEARS PR PN,919990,2026,1,Benzín,Automatická,99.0
opel,"1,4 T Krásný stav!  X",288882,2017,98000,Benzín,Manuální,96.0
seat,1.0 TSI FR,219000,2017,108590,Benzín,Manuální,96.0
nissan,L2 Tekna 7 míst,785000,2026,5,Benzín,Automatická,96.0
skoda,1.2TSI 66kW NAVI Senzory LED,199990,2015,109229,Benzín,Manuální,66.0
toyota,"1,8 HEV COMFORT BUSINESS",694900,2026,0,Benzín,Automatická,97.0
nissan,"Plná výbava, Soh 94%, tepelko",324900,2019,29150,Elektro,Automatická,96.0
peugeot,"1.5 BlueHDi, Automat",230000,2019,157242,Nafta,Automatická,90.0
renault,1.2 E-Tech Esprit Alpine 147 k,849000,2024,30000,Benzín,Automatická,82.0
audi,"SPORTBACK, S-LINE, SOH 93,3%",592779,2022,101025,Elektro,Automatická,165.0
audi,TDI 150 kW,1697000,2025,50,Nafta,Automatická,150.0
peugeot,1.2 Puertech/74kW Active,409900,2024,20602,Benzín,Manuální,74.0
hyundai,1.6 T-GDi MT 20 YEARS PREMIUM,819990,2026,1,Benzín,Manuální,99.0
renault,esprit Alpine full hybrid 200,935000,2026,1,Benzín,Automatická,82.0
subaru,2.5 TOURING 2023 | Záruka,1099000,2023,28421,Benzín,Automatická,110.0
volkswagen,"2,0TDI 150PS Kombi Comfortline",349000,2016,229230,Nafta,Manuální,110.0
volvo,B5 AWD PLUS DARK /ventil. sed.,1255000,2025,26821,Benzín,Automatická,145.0
toyota,3.5 Special Edition 4x4 2022,1450790,2022,65903,Benzín,Automatická,97.0
toyota,2.0D 6MT Family 8S,1150000,2025,3888,Nafta,Automatická,97.0
toyota,"1,8 HEV COMFORT BUSINESS",679900,2026,0,Benzín,Automatická,97.0
mercedes-benz,C*CERAMIC*TRACK-PACE*PANO,2599000,2020,32188,Benzín,Automatická,146.0
audi,"2,9 TFSi COMPETITION *",2299000,2024,5900,Benzín,Automatická,165.0
honda,e:HEV 2.0 i-MMD Advance AWD 20,1079900,2026,0,Hybridní,Automatická,108.0
kia,"1,5 TGDi AT TOP ZÁRUKA CARPLAY",465000,2023,36763,Benzín,Automatická,103.0
kia,"1,6 TGDi Exclusive NAVI KAMERA",389000,2022,158785,Benzín,Manuální,103.0
kia,"1,6 TGDi Exclusive TAŽNÉ ZÁRUK",519000,2022,43419,Benzín,Manuální,103.0
skoda,"2.0 TDI, Laurin&Klement",360000,2019,167440,Nafta,Automatická,110.0
hyundai,"1.5 T-GDI MHEV, Serv.kniha",380000,2021,29363,Benzín,Manuální,99.0
citroen,"1.2 PureTech, Automat",370000,2024,19612,Benzín,Automatická,84.5
renault,"1.4 16V , Serv.kniha",60000,2009,98648,Benzín,Manuální,82.0
audi,"2.0 TDI, 4X4, Navi",170000,2010,244370,Nafta,Manuální,165.0
kia,"1.2 DPI, ČR,1.maj, Serv.kniha",370000,2024,18202,Benzín,Manuální,103.0
hyundai,"1.6 CRDi, Ice Braker",410000,2020,77532,Nafta,Manuální,99.0
peugeot,"PureTech 130, 7 míst, ČR,1.maj",290000,2018,140560,Benzín,Manuální,90.0
nissan,1.25i 59KW – PO ROZVODECH,39990,2003,97000,Benzín,Unknown,59.0
renault,1.6 i 82kW,69000,2008,143000,Benzín,Manuální,82.0
volkswagen,2.0TSI 162KW DSG ACC DCC 2XALU,479000,2017,167230,Benzín,Automatická,162.0
kia,"1,6 T-GDi 4x2 7DCT TOP (2026)",799980,2026,5,Benzín,Manuální,103.0
toyota,"1,5TNGA 92kW Comfort+Style+Tec",369900,2022,76417,Benzín,Manuální,92.0
kia,"1,6 T-GDi 4x2 7DCT TOP (2026)",799980,2026,5,Benzín,Automatická,103.0
opel,"Combi ""L"" 2,0CDTi 144koní + ZP",549908,2023,104826,Nafta,Manuální,96.0
fiat,2.0JTD/TAŽNÉ/5MÍST/2008/KLIMA/,49900,2008,241166,Nafta,Manuální,70.0
volkswagen,"1.6 TDI, Automat",290000,2019,152188,Nafta,Automatická,110.0
kia,"1.4 CVVT, ČR,1.maj, Serv.kniha",240000,2019,40879,Benzín,Manuální,103.0
peugeot,1.6 SW BlueHdi 73 KW  Euro 6,159000,2015,229354,Nafta,Manuální,73.0
skoda,"1.6 TDI, Automat, Navi",190000,2018,294581,Nafta,Automatická,110.0
volvo,"2.0 D3 5 VÁL, 120kW, R-DESIGN",234000,2012,231300,Nafta,Automatická,120.0
toyota,"1.5 Hybrid, Automat, ČR,1.maj",480000,2024,39133,Hybridní,Automatická,97.0
citroen,"1.6 HDi, 7 míst, Serv.kniha",110000,2011,183931,Nafta,Manuální,84.5
renault,"1.5 dCi, Automatická klima",90000,2014,314495,Nafta,Manuální,82.0
toyota,"250 2.8L D, AT, INVINCIBLE",1915000,2025,42621,Nafta,Automatická,97.0
kia,"1,6 T-GDi 4x4 7DCT TOP",859000,2026,5,Benzín,Automatická,103.0
hyundai,"1.6 CRDi 48V MHEV, 4X4",570000,2021,65741,Nafta,Automatická,99.0
audi,"4.2 FSI , 4X4, Automat, Navi",170000,2006,182517,Benzín,Automatická,165.0
seat,"XL,1.4 TSi,92kw",79000,2009,174000,Benzín,Manuální,92.0
volkswagen,Pro Performance,904000,2024,50732,Elektro,Automatická,110.0
mercedes-benz,180 90kw 1Majitel,189000,2012,214000,Benzín,Manuální,90.0
toyota,1.0i 50kW Cool,89900,2011,122551,Benzín,Manuální,50.0
hyundai,1.0T-GDi 74kW COMFORT,329900,2022,11926,Benzín,Manuální,74.0
honda,"1,5 i-VTEC Elegance",365000,2018,89777,Benzín,Manuální,108.0
audi,2.0TDI 150kW 4x4  Sport,849000,2023,64876,Nafta,Automatická,150.0
nissan,110kW - 40kWh - Top stav !,399000,2022,20000,Elektro,Unknown,110.0
seat,1.2 TSi REFERENCE,139000,2014,169000,Benzín,Manuální,96.0
audi,S line 35 TFSI 110 kW,1045000,2025,10,Benzín,Automatická,110.0
volvo,B5 AWD R-DESIGN AUT,999000,2022,57655,Nafta,Automatická,145.0
skoda,L&K 2.0TDI/140kW 4x4 7DSG - Sm,349000,2017,201790,Nafta,Automatická,140.0
mercedes-benz,45S AMG NIGHT 4M+ *ZÁRUKA*ČR*,1348000,2024,57363,Benzín,Automatická,146.0
toyota,"2.0 D-4D, 8 míst, Compact",440000,2019,170969,Nafta,Manuální,97.0
volkswagen,Variant 2.0 TDI 110kW DSG Eleg,498000,2020,90300,Nafta,Automatická,110.0
hyundai,1.6 T-GDi MT PREMIUM TT,754990,2026,1,Benzín,Manuální,99.0
hyundai,"1.5 DPI, ČR,1.maj, Serv.kniha",220000,2021,125863,Benzín,Manuální,99.0
audi,Audi A6 2.0 TDI 150 KW,580800,2019,157000,Nafta,Automatická,150.0
toyota,"1.2 Turbo, Serv.kniha, Kůže",260000,2019,193755,Benzín,Manuální,97.0
renault,"2.0 dCi, po STK",70000,2008,240843,Nafta,Manuální,82.0
mazda,"2.0 e-Skyactiv X, ČR,1.maj",600000,2024,46495,Benzín,Manuální,114.0
opel,"1.2 Turbo, Automat, ČR,1.maj",300000,2018,80020,Benzín,Automatická,96.0
kia,"1.6 GDI, ČR,1.maj, Serv.kniha",350000,2019,127020,Benzín,Manuální,103.0
citroen,PLUS Hybrid 145k Automatic,732300,2026,0,Hybridní,Automatická,84.5
kia,"1.6 GDI, ČR,1.maj, Serv.kniha",380000,2019,81729,Benzín,Manuální,103.0
hyundai,"1.6 CRDi, Serv.kniha, Navi",460000,2021,44287,Nafta,Manuální,99.0
volvo,"D5, 4X4, Automat, Kůže, Navi",340000,2015,216840,Nafta,Automatická,145.0
audi,50TDI q S-Line Pano HuD NezT,1549000,2024,45950,Nafta,Automatická,165.0
audi,55TFSI q S-Line Pano ACC,1249000,2022,25979,Benzín,Automatická,165.0
audi,45TDI q S-Line HuD 360 Pano,1499000,2025,31449,Nafta,Automatická,165.0
audi,45TDI q S-Line Pano 360 Taž,1529000,2025,28650,Nafta,Automatická,165.0
peugeot,1.9 GTI 88kw / 1987,350000,1987,119367,Benzín,Manuální,88.0
kia,"TOP 1,5 Turbo 103kW AT",609980,2025,5,Benzín,Automatická,103.0
seat,"1,9 TDI FR, aut. klima, 125kw,",109990,2009,232800,Nafta,Manuální,125.0
hyundai,"25 1,2i 58 kW GO!",359990,2025,10800,Benzín,Manuální,58.0
audi,"1.4 TFSI 92KW, Nové ROZVODY",124990,2008,209000,Benzín,Manuální,92.0
nissan,"1,0   DIG-T TEKNA 1.MAJ ČR DPH",449000,2021,25846,Benzín,Manuální,96.0
toyota,2.5 FHEV 4x4 Comfort Business,1079000,2026,7,Hybridní,Automatická,97.0
toyota,"1,5 HEV 130K 4X2 STYLE",660000,2026,0,Benzín,Automatická,97.0
volvo,Ultra Bright B5 184kW,1699900,2026,10000,Benzín,Automatická,184.0
peugeot,SW 1.6HDI 80kW,99900,2009,143713,Nafta,Manuální,80.0
seat,2.0TDI 140KW DSG 4DRIVE,438000,2017,176000,Nafta,Manuální,140.0
peugeot,2.0HDi*110kw*Tažné zařízení,149000,2011,158500,Nafta,Manuální,110.0
volkswagen,"1.5 TSI, Life, ČR,1.maj",430000,2023,97081,Benzín,Manuální,110.0
skoda,"2.0 TDI, Laurin&Klement, Navi",140000,2011,207143,Nafta,Manuální,110.0
opel,"1.6 CDTI, Serv.kniha",160000,2018,153593,Nafta,Manuální,96.0
opel,"1.6 CDTI, Klima, Tempomat",100000,2016,262596,Nafta,Manuální,96.0
mazda,2.0 Exclusive-Line,129900,2010,153000,Benzín,Manuální,114.0
